№,Название,Адрес,Телефон,Рейтинг,Отзывов,Фото,Средний чек,Категории,URL 2GIS,HTML файл
2626,Столовая,"улица Жумекен Нажимеденов, 52а, Астана",+77789883043,3.7,6,90,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001089356137,cafe_2626.html
2627,Зере,"Алиби Жангельдина улица, 42, Астана",+77021997985,Нет рейтинга,3,1,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001062472456,cafe_2627.html
2628,DosFood,"улица Ыкылас Дукенулы, 31а киоск, Астана",+77077348336,4.7,66,24,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001056662236,cafe_2628.html
2629,Столовая,"проспект Абая, 8, Астана",Не указано,4.4,14,40,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001082838152,cafe_2629.html
2630,Магазин самсы и тандырных лепешек,"Аль-Фараби проспект, 36/2, Астана",+77075452738,1.4,1,25,Не указано,Самса,https://2gis.kz/astana/firm/70000001090190200,cafe_2630.html
2631,Амина,"проспект Богенбай батыра, 69/4, Астана",+77015175573,4.8,10,36,800 тнг,Чек 800 тнг,https://2gis.kz/astana/firm/70000001105220648,cafe_2631.html
2632,Арслан,"Кабанбай батыр проспект, 63, Астана",+77024982288,Нет рейтинга,0,12,Не указано,Кафе,https://2gis.kz/astana/firm/70000001111095453,cafe_2632.html
2633,Махаббатпен,"улица Алматы, 3, Астана",+77079311566,Нет рейтинга,0,0,Не указано,Кафе,https://2gis.kz/astana/firm/70000001110161458,cafe_2633.html
2634,Восток,"улица Алексея Петрова, 24, Астана",+77475252215,Нет рейтинга,0,0,Не указано,"Пандус, Доступный вход для людей с инвалидностью",https://2gis.kz/astana/firm/70000001107338369,cafe_2634.html
2635,Лад,"улица Акан Серы, 55/2, Астана",+77473111686,3.9,29,4,1000 тнг,Чек 1000 тнг,https://2gis.kz/astana/firm/70000001019815826,cafe_2635.html
2636,Столовая,"улица Жанадария, 1, Астана",+77789657045,4.2,14,7,Не указано,Кафе,https://2gis.kz/astana/firm/70000001033667724,cafe_2636.html
2637,Chef,"проспект Богенбай батыра, 69/2, Астана",+77476790246,3.5,4,12,2000 тнг,Чек 2000 тнг,https://2gis.kz/astana/firm/70000001099763125,cafe_2637.html
2638,Точка быстрого питания,"улица Шокана Уалиханова, 24а, Астана",+77009005900,4.5,2,1,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001110484889,cafe_2638.html
2639,Halal food,"1-я Алматинская улица, 49Б, Астана",+77086935001,2.1,17,10,1800 тнг,Чек 1800 тнг,https://2gis.kz/astana/firm/70000001075434026,cafe_2639.html
2640,Киоск по продаже тандырной самсы,"улица Балбырауын, 1/1, Астана",+77784477888,Нет рейтинга,1,0,Не указано,"До 30 мест, Самса",https://2gis.kz/astana/firm/70000001104131203,cafe_2640.html
2641,Sake Samsa,"улица Шары Жиенкуловой, 9/2, Астана",+77089498158,Нет рейтинга,19,7,Не указано,"До 15 мест, Хот-доги, Самса, Доставка",https://2gis.kz/astana/firm/70000001111119139,cafe_2641.html
2642,Столовая,"улица Щорса, 12/3, Астана",Не указано,4.3,4,6,2000 тнг,Чек 2000 тнг,https://2gis.kz/astana/firm/70000001102675045,cafe_2642.html
2643,Темеш,"улица Коктал, 9/1, Астана",Не указано,4.5,18,3,Не указано,Кафе,https://2gis.kz/astana/firm/70000001026027732,cafe_2643.html
2644,Арслан,"Кабанбай батыр проспект, 63, Астана",+77024982288,Нет рейтинга,0,12,Не указано,Кафе,https://2gis.kz/astana/firm/70000001111095453,cafe_2644.html
2645,Махаббатпен,"улица Алматы, 3, Астана",+77079311566,Нет рейтинга,0,0,Не указано,Кафе,https://2gis.kz/astana/firm/70000001110161458,cafe_2645.html
2646,Восток,"улица Алексея Петрова, 24, Астана",+77475252215,Нет рейтинга,0,0,Не указано,"Пандус, Доступный вход для людей с инвалидностью",https://2gis.kz/astana/firm/70000001107338369,cafe_2646.html
2647,Лад,"улица Акан Серы, 55/2, Астана",+77473111686,3.9,29,4,1000 тнг,Чек 1000 тнг,https://2gis.kz/astana/firm/70000001019815826,cafe_2647.html
2648,Столовая,"улица Жанадария, 1, Астана",+77789657045,4.2,14,7,Не указано,Кафе,https://2gis.kz/astana/firm/70000001033667724,cafe_2648.html
2649,Chef,"проспект Богенбай батыра, 69/2, Астана",+77476790246,3.5,4,12,2000 тнг,Чек 2000 тнг,https://2gis.kz/astana/firm/70000001099763125,cafe_2649.html
2650,Точка быстрого питания,"улица Шокана Уалиханова, 24а, Астана",+77009005900,4.5,2,1,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001110484889,cafe_2650.html
2651,Halal food,"1-я Алматинская улица, 49Б, Астана",+77086935001,2.1,17,10,1800 тнг,Чек 1800 тнг,https://2gis.kz/astana/firm/70000001075434026,cafe_2651.html
2652,Киоск по продаже тандырной самсы,"улица Балбырауын, 1/1, Астана",+77784477888,Нет рейтинга,1,0,Не указано,"До 30 мест, Самса",https://2gis.kz/astana/firm/70000001104131203,cafe_2652.html
2653,Sake Samsa,"улица Шары Жиенкуловой, 9/2, Астана",+77089498158,Нет рейтинга,19,7,Не указано,"До 15 мест, Хот-доги, Самса, Доставка",https://2gis.kz/astana/firm/70000001111119139,cafe_2653.html
2654,Столовая,"улица Щорса, 12/3, Астана",Не указано,4.3,4,6,2000 тнг,Чек 2000 тнг,https://2gis.kz/astana/firm/70000001102675045,cafe_2654.html
2655,Темеш,"улица Коктал, 9/1, Астана",Не указано,4.5,18,3,Не указано,Кафе,https://2gis.kz/astana/firm/70000001026027732,cafe_2655.html
2656,Столовая,"проспект Акжол, 24, Астана",Не указано,2.1,4,12,Не указано,Кафе,https://2gis.kz/astana/firm/70000001057180844,cafe_2656.html
2657,Столовая,"проспект Республики, 62/2, Астана",+77074941103,Нет рейтинга,3,0,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001101713585,cafe_2657.html
2658,Асхана,"улица Габидена Мустафина, 40/1, Астана",+77082853571,3.2,2,10,3000 тнг,Чек 3000 тнг,https://2gis.kz/astana/firm/70000001103323671,cafe_2658.html
2659,Амир,"шоссе Алаш, 29/2, Астана",+77475252215,2.9,6,5,Не указано,Кафе,https://2gis.kz/astana/firm/70000001031114492,cafe_2659.html
2660,Hot dog,"шоссе Коргалжын, 2/2а, Астана",+77009005900,4.5,14,3,2500 тнг,Чек 2500 тнг,https://2gis.kz/astana/firm/70000001102726601,cafe_2660.html
2661,Столовая,"Гете улица, 4, Астана",+77789688827,3.6,10,18,Не указано,Кафе,https://2gis.kz/astana/firm/70000001090714288,cafe_2661.html
2662,Киоск блинов,"проспект Туран, 8в, Астана",Не указано,Нет рейтинга,28,5,2000 тнг,Чек 2000 тнг,https://2gis.kz/astana/firm/70000001023112522,cafe_2662.html
2663,Домовая кухня,"улица Жетиген, 37а, Астана",+77071103870,Нет рейтинга,1,8,Не указано,"Халяльная кухня, До 10 мест",https://2gis.kz/astana/firm/70000001095545694,cafe_2663.html
2664,На чиле,"шоссе Алаш, 15, Астана",+77008444570,3.6,21,3,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001101202169,cafe_2664.html
2665,Et etke sorpa betke,"улица Бердибек Сокпакбаев, 14/2, Астана",+77076848311,4.8,25,7,3000 тнг,Чек 3000 тнг,https://2gis.kz/astana/firm/70000001083236985,cafe_2665.html
2666,Ява food,"проспект Нургиса Тлендиева, 46, Астана",+77058568268,3.3,34,18,6000 тнг,Чек 6000 тнг,https://2gis.kz/astana/firm/70000001088211588,cafe_2666.html
2667,Плов у Атхама,"улица Ермек Серкебаев, 3/3, Астана",+77755990317,Нет рейтинга,2,0,Не указано,Кафе,https://2gis.kz/astana/firm/70000001110853157,cafe_2667.html
2668,Донерная,"улица Илияса Есенберлина, 2/1а, Астана",+77715288398,Нет рейтинга,92,8,Не указано,Кафе,https://2gis.kz/astana/firm/70000001105512606,cafe_2668.html
2669,Столовая,"улица Бейбарыс Султан, 9, Астана",+77021795396,Нет рейтинга,50,26,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001036931583,cafe_2669.html
2670,Киоск быстрого питания,"улица Луи Пастера, 68а киоск, Астана",+77078922636,Нет рейтинга,4,1,Не указано,"Пирожки, Беляши",https://2gis.kz/astana/firm/70000001062573441,cafe_2670.html
2671,Столовая,"Газеты Егемен Казахстан улица, 9, Астана",+77078464112,Нет рейтинга,7,1,Не указано,Кафе,https://2gis.kz/astana/firm/70000001021958005,cafe_2671.html
2672,Ali Baba,"улица Азербайжана Мамбетова, 3, Астана",+77019742165,3.5,404,98,Не указано,"Восточная кухня, Европейская кухня, VIP-зал, Летняя веранда, Топчан",https://2gis.kz/astana/firm/70000001018112497,cafe_2672.html
2673,Киоск фастфуда,"улица Сакена Сейфуллина, 20, Астана",Не указано,2.5,3,12,Не указано,"Заказ навынос, Куры-гриль, Самса",https://2gis.kz/astana/firm/70000001066956612,cafe_2673.html
2674,София,"проспект Нургиса Тлендиева, 24/5, Астана",+77783339963,4.3,10,29,1200 тнг,Чек 1200 тнг,https://2gis.kz/astana/firm/70000001062421730,cafe_2674.html
2675,Донер на Артёме,"улица Сакена Сейфуллина, 45а киоск, Астана",+77008830000,Нет рейтинга,1,2,Не указано,Кафе,https://2gis.kz/astana/firm/70000001111164230,cafe_2675.html
2676,SF express,"проспект Туран, 7е киоск, Астана",+77777888888,4.5,491,25,Не указано,"Шавермы, Заказ навынос, Детское меню, Шаурма, Бургеры",https://2gis.kz/astana/firm/70000001051827529,cafe_2676.html
2677,Zebra Food,"улица Республики, 18Б/1, Косшы",+77774958889,4.5,824,213,2000 тнг,Чек 2000 тнг,https://2gis.kz/kosshy/firm/70000001046145666,cafe_2677.html
2678,Булочка,"шоссе Алаш, 22/1, Астана",+77086658740,3.7,12,11,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001056037135,cafe_2678.html
2679,Azərbaycan türk kafesi,"шоссе Алаш, 65Б, Астана",+77755145271,4.3,10,8,2000 тнг,Чек 2000 тнг,https://2gis.kz/astana/firm/70000001077262604,cafe_2679.html
2680,Донерная,"улица Илияса Есенберлина, 2/1а, Астана",+77715288398,Нет рейтинга,92,8,Не указано,Кафе,https://2gis.kz/astana/firm/70000001105512606,cafe_2680.html
2681,Столовая,"улица Бейбарыс Султан, 9, Астана",+77021795396,Нет рейтинга,50,26,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001036931583,cafe_2681.html
2682,Айым,"проспект Акжол, 35/2, Астана",Не указано,Нет рейтинга,0,8,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001100819043,cafe_2682.html
2683,Arujan,"проспект Нургиса Тлендиева, 24/4а, Астана",+77471054087,4.8,37,12,3000 тнг,Чек 3000 тнг,https://2gis.kz/astana/firm/70000001087510605,cafe_2683.html
2684,Sandi as,"улица Ушконыр, 2а, Астана",+77079508980,Нет рейтинга,9,3,Не указано,Халяльная кухня,https://2gis.kz/astana/firm/70000001068739414,cafe_2684.html
2685,Арай,"проспект Акжол, 57/2, Астана",+77475252215,1.4,2,1,Не указано,До 25 мест,https://2gis.kz/astana/firm/70000001023195798,cafe_2685.html
2686,Appetit,"улица Сабит Муканов, 2, Астана",+77172250920,1.6,14,2,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001084466024,cafe_2686.html
2687,Maibulaq,"улица Биржан сал, 6, Астана",Не указано,3.3,19,8,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001056388048,cafe_2687.html
2688,Столовая,"улица Жаханша Досмухамедулы, 18/6, Астана",+77007960808,Нет рейтинга,1,1,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001093620328,cafe_2688.html
2689,Умар,"улица Республики, 4а, Косшы",+77075940001,4.2,61,47,2000 тнг,Чек 2000 тнг,https://2gis.kz/kosshy/firm/70000001100558633,cafe_2689.html
2690,Qamqor Food,"улица Коктал, 18/1, Астана",+77773030350,4.8,31,19,2000 тнг,Чек 2000 тнг,https://2gis.kz/astana/firm/70000001084182762,cafe_2690.html
2691,Киоск быстрого питания,"улица Илияса Есенберлина, 23/2 киоск, Астана",+77008830000,4.9,74,2,Не указано,Кафе,https://2gis.kz/astana/firm/70000001110328283,cafe_2691.html
2692,Шах,"проспект Нургиса Тлендиева, 24Б/1, Астана",+77009005900,Нет рейтинга,0,1,1300 тнг,Чек 1300 тнг,https://2gis.kz/astana/firm/70000001105093988,cafe_2692.html
2693,Столовая,"улица Александра Пушкина, 50а, Астана",Не указано,4.3,14,18,Не указано,Бизнес-ланч,https://2gis.kz/astana/firm/70000001075301384,cafe_2693.html
2694,Столовая,"улица Александра Затаевича, 13, Астана",+77012331595,4.9,19,4,Не указано,Кафе,https://2gis.kz/astana/firm/70000001032362231,cafe_2694.html
2695,Киоск быстрого питания,"проспект Богенбай батыра, 8/3, Астана",+77008830000,1.4,1,0,Не указано,Самса,https://2gis.kz/astana/firm/70000001105617663,cafe_2695.html
2696,Столовая,"улица Шабал Бейсековой, 4/1, Астана",Не указано,4.6,11,31,Не указано,До 48 мест,https://2gis.kz/astana/firm/70000001077162419,cafe_2696.html
2697,Буфет,"Гете улица, 5, Астана",Не указано,4.7,2,2,Не указано,Ланч от 1300 тнг,https://2gis.kz/astana/firm/70000001075759805,cafe_2697.html
2698,Столовая домашней кухни,"улица Жанаконыс, 62, Астана",+77753298808,4.5,41,12,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001060806753,cafe_2698.html
2699,Оңтүстік,"улица Илияса Есенберлина, 19, Астана",+77025241033,Нет рейтинга,5,11,2700 тнг,Чек 2700 тнг,https://2gis.kz/astana/firm/70000001105003871,cafe_2699.html
2700,Шақшам,"шоссе Алаш, 31г, Астана",+77755604866,Нет рейтинга,8,15,2000 тнг,Чек 2000 тнг,https://2gis.kz/astana/firm/70000001100875752,cafe_2700.html
2701,Столовая,"проспект Акжол, 113, Астана",+77013979362,Нет рейтинга,0,3,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001104050341,cafe_2701.html
